CONSTRUCTOR_NAME;DRIVERID;DRIVER_NAME;DRIVER_NATIONALITY;ROUND;SEASON;CUIRCIT;CIRCUIT_NAME;LOCATION;COUNTRY;GRID;POSITION;STATUS;POINTS;LAPS;TIME;TIME_IN_MILLISECONDS;Q1_IN_MILLISECONDS;Q2_IN_MILLISECONDS;Q3_IN_MILLISECONDS;PIT_COUNT;AVG_PIT_DURATION;TOTAL_PIT_TIME
McLaren;846;Lando Norris;British;5;2023;79;Miami International Autodrome;Miami;USA;16;17;Finished;0.0;57;+1:27.717;5345958;2074000;;;1;24.09;24.09
McLaren;857;Oscar Piastri;Australian;8;2023;7;Circuit Gilles Villeneuve;Montreal;Canada;8;11;Finished;0.0;70;+1:05.101;5703449;1510000;1799000;2209000;2;24.132;48.264
McLaren;846;Lando Norris;British;8;2023;7;Circuit Gilles Villeneuve;Montreal;Canada;7;13;Finished;0.0;70;+1:08.363;5706711;2258000;1487000;1726000;2;24.716;49.432
McLaren;846;Lando Norris;British;9;2023;70;Red Bull Ring;Spielberg;Austria;4;4;Finished;12.0;71;+26.327;5159934;917000;338000;898000;3;20.4847;61.454
McLaren;846;Lando Norris;British;10;2023;9;Silverstone Circuit;Silverstone;UK;2;2;Finished;18.0;52;+3.798;5120736;2597000;1722000;2521000;1;28.438;28.438
McLaren;857;Oscar Piastri;Australian;10;2023;9;Silverstone Circuit;Silverstone;UK;3;4;Finished;12.0;52;+7.776;5124714;2614000;2465000;1712000;1;28.655;28.655
McLaren;846;Lando Norris;British;11;2023;11;Hungaroring;Budapest;Hungary;3;2;Finished;18.0;70;+33.731;5922365;1777000;1348000;1654000;2;21.4855;42.971
McLaren;857;Oscar Piastri;Australian;11;2023;11;Hungaroring;Budapest;Hungary;4;5;Finished;10.0;70;+1:02.572;5951206;1544000;1591000;1865000;2;21.6005;43.201
McLaren;846;Lando Norris;British;12;2023;13;Circuit de Spa-Francorchamps;Spa;Belgium;7;7;Finished;6.0;44;+1:13.719;5024169;4521000;3372000;3489000;2;24.378;48.756
McLaren;846;Lando Norris;British;13;2023;39;Circuit Park Zandvoort;Zandvoort;Netherlands;2;7;Finished;6.0;72;+13.232;8657643;1536000;1909000;764000;5;24.7172;123.586
McLaren;857;Oscar Piastri;Australian;13;2023;39;Circuit Park Zandvoort;Zandvoort;Netherlands;8;9;Finished;2.0;72;+16.580;8660991;1491000;1532000;1598000;4;24.732;98.928
McLaren;846;Lando Norris;British;14;2023;14;Autodromo Nazionale di Monza;Monza;Italy;9;8;Finished;4.0;51;+45.449;4466592;2255000;1841000;2179000;1;23.727;23.727
McLaren;857;Oscar Piastri;Australian;14;2023;14;Autodromo Nazionale di Monza;Monza;Italy;7;12;Finished;0.0;51;+1:13.074;4494217;1426000;1787000;1985000;2;27.966;55.932
McLaren;846;Lando Norris;British;15;2023;15;Marina Bay Street Circuit;Marina Bay;Singapore;4;2;Finished;18.0;62;+0.812;6398230;2403000;2811000;2130000;1;29.485;29.485
McLaren;857;Oscar Piastri;Australian;15;2023;15;Marina Bay Street Circuit;Marina Bay;Singapore;17;7;Finished;6.0;62;+41.479;6438897;2822000;;;1;29.369;29.369
McLaren;846;Lando Norris;British;16;2023;22;Suzuka Circuit;Suzuka;Japan;3;2;Finished;18.0;53;+19.387;5477808;1863000;2096000;2233000;2;23.3525;46.705
McLaren;857;Oscar Piastri;Australian;16;2023;22;Suzuka Circuit;Suzuka;Japan;2;3;Finished;15.0;53;+36.494;5494915;2239000;1922000;2198000;2;23.8265;47.653
McLaren;857;Oscar Piastri;Australian;17;2023;78;Losail International Circuit;Al Daayen;Qatar;6;2;Finished;18.0;57;+4.833;5264001;1766000;2164000;1980000;3;28.0773;84.232
McLaren;846;Lando Norris;British;17;2023;78;Losail International Circuit;Al Daayen;Qatar;10;3;Finished;15.0;57;+5.969;5265137;1631000;2125000;;3;27.8073;83.422
McLaren;846;Lando Norris;British;18;2023;69;Circuit of the Americas;Austin;USA;2;2;Finished;18.0;56;+10.730;5732092;2210000;2541000;2893000;2;23.758;47.516
McLaren;846;Lando Norris;British;19;2023;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;17;5;Finished;10.0;71;+33.266;7384080;1814000;;;2;22.9855;45.971
McLaren;857;Oscar Piastri;Australian;19;2023;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;7;8;Finished;4.0;71;+43.104;7393918;1321000;1894000;1643000;1;23.734;23.734
McLaren;846;Lando Norris;British;20;2023;18;Autódromo José Carlos Pace;São Paulo;Brazil;6;2;Finished;19.0;71;+8.277;7017171;1223000;621000;1647000;3;22.2853;66.856
McLaren;857;Oscar Piastri;Australian;21;2023;80;Las Vegas Strip Street Circuit;Las Vegas;United States;18;10;Finished;2.0;50;+29.496;5377785;2890000;;;2;21.902;43.804
McLaren;846;Lando Norris;British;22;2023;24;Yas Marina Circuit;Abu Dhabi;UAE;5;5;Finished;10.0;58;+24.284;5246908;1808000;2300000;2196000;2;22.7465;45.493
McLaren;857;Oscar Piastri;Australian;22;2023;24;Yas Marina Circuit;Abu Dhabi;UAE;3;6;Finished;8.0;58;+31.487;5254111;1927000;1718000;2162000;2;21.4265;42.853
McLaren;846;Lando Norris;British;1;2024;3;Bahrain International Circuit;Sakhir;Bahrain;7;6;Finished;8.0;57;+48.458;5553200;1943000;2681000;2354000;2;24.455;48.91
McLaren;857;Oscar Piastri;Australian;1;2024;3;Bahrain International Circuit;Sakhir;Bahrain;8;8;Finished;4.0;57;+56.082;5560824;2331000;1922000;2423000;2;25.151;50.302
McLaren;857;Oscar Piastri;Australian;2;2024;77;Jeddah Corniche Circuit;Jeddah;Saudi Arabia;5;4;Finished;12.0;50;+32.007;4875280;2435000;2023000;1769000;1;21.427;21.427
McLaren;846;Lando Norris;British;2;2024;77;Jeddah Corniche Circuit;Jeddah;Saudi Arabia;6;8;Finished;4.0;50;+45.708;4888981;2485000;2159000;1812000;1;22.211;22.211
McLaren;846;Lando Norris;British;3;2024;1;Albert Park Grand Prix Circuit;Melbourne;Australia;3;3;Finished;15.0;58;+5.904;4832747;1450000;1710000;1275000;2;17.7145;35.429
McLaren;857;Oscar Piastri;Australian;3;2024;1;Albert Park Grand Prix Circuit;Melbourne;Australia;5;4;Finished;12.0;58;+35.770;4862613;1389000;1561000;1532000;2;18.053;36.106
McLaren;846;Lando Norris;British;4;2024;22;Suzuka Circuit;Suzuka;Japan;3;5;Finished;10.0;53;+29.700;6893266;2276000;2620000;2169000;2;23.1405;46.281
McLaren;857;Oscar Piastri;Australian;4;2024;22;Suzuka Circuit;Suzuka;Japan;6;8;Finished;4.0;53;+47.525;6911091;2165000;1888000;2440000;2;23.134;46.268
McLaren;846;Lando Norris;British;5;2024;17;Shanghai International Circuit;Shanghai;China;4;2;Finished;18.0;56;+13.773;6066327;2882000;2500000;2205000;1;22.161;22.161
McLaren;857;Oscar Piastri;Australian;5;2024;17;Shanghai International Circuit;Shanghai;China;5;8;Finished;4.0;56;+56.198;6108752;2114000;2699000;2313000;2;22.4675;44.935
McLaren;846;Lando Norris;British;6;2024;79;Miami International Autodrome;Miami;USA;5;1;Finished;25.0;57;1:30:49.876;5449876;2533000;2491000;2214000;1;22.041;22.041
McLaren;857;Oscar Piastri;Australian;6;2024;79;Miami International Autodrome;Miami;USA;6;13;Finished;0.0;57;+49.756;5499632;1712000;2341000;2295000;2;26.3125;52.625
McLaren;846;Lando Norris;British;7;2024;21;Autodromo Enzo e Dino Ferrari;Imola;Italy;2;2;Finished;18.0;63;+0.725;5125977;1815000;1271000;1677000;1;29.956;29.956
McLaren;857;Oscar Piastri;Australian;7;2024;21;Autodromo Enzo e Dino Ferrari;Imola;Italy;5;4;Finished;12.0;63;+14.132;5139384;1840000;1307000;1660000;1;29.77;29.77
McLaren;846;Lando Norris;British;9;2024;7;Circuit Gilles Villeneuve;Montreal;Canada;3;2;Finished;18.0;70;+3.879;6351806;1679000;921000;741000;2;23.703;47.406
McLaren;857;Oscar Piastri;Australian;9;2024;7;Circuit Gilles Villeneuve;Montreal;Canada;4;5;Finished;10.0;70;+10.199;6358126;1627000;1182000;823000;2;23.7265;47.453
McLaren;846;Lando Norris;British;10;2024;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;1;2;Finished;19.0;66;+2.219;5302446;1106000;1532000;1043000;2;22.1245;44.249
McLaren;857;Oscar Piastri;Australian;10;2024;4;Circuit de Barcelona-Catalunya;Montmeló;Spain;9;7;Finished;6.0;66;+33.760;5333987;1180000;731000;;2;22.322;44.644
McLaren;857;Oscar Piastri;Australian;11;2024;70;Red Bull Ring;Spielberg;Austria;7;2;Finished;18.0;71;+1.906;5064704;611000;370000;348000;2;20.8765;41.753
McLaren;846;Lando Norris;British;12;2024;9;Silverstone Circuit;Silverstone;UK;3;3;Finished;15.0;52;+7.547;4954606;2456000;2119000;1590000;2;29.524;59.048
McLaren;857;Oscar Piastri;Australian;12;2024;9;Silverstone Circuit;Silverstone;UK;5;4;Finished;12.0;52;+12.429;4959488;2695000;2293000;1797000;2;29.3705;58.741
McLaren;857;Oscar Piastri;Australian;13;2024;11;Hungaroring;Budapest;Hungary;2;1;Finished;25.0;70;1:38:01.989;5881989;1524000;1685000;1149000;2;21.732;43.464
McLaren;846;Lando Norris;British;13;2024;11;Hungaroring;Budapest;Hungary;1;2;Finished;18.0;70;+2.141;5884130;1775000;1440000;1127000;2;21.555;43.11
McLaren;857;Oscar Piastri;Australian;14;2024;13;Circuit de Spa-Francorchamps;Spa;Belgium;5;2;Finished;18.0;44;+1.173;1699;4075000;3376000;3267000;2;23.374;46.748
McLaren;846;Lando Norris;British;14;2024;13;Circuit de Spa-Francorchamps;Spa;Belgium;4;5;Finished;10.0;44;+9.850;10376;3882000;3598000;4161000;2;22.646;45.292
McLaren;846;Lando Norris;British;15;2024;39;Circuit Park Zandvoort;Zandvoort;Netherlands;1;1;Finished;26.0;72;1:30:45.519;5445519;1037000;1096000;1213000;1;21.536;21.536
McLaren;857;Oscar Piastri;Australian;15;2024;39;Circuit Park Zandvoort;Zandvoort;Netherlands;3;4;Finished;12.0;72;+27.337;5472856;1201000;1105000;772000;1;20.969;20.969
McLaren;857;Oscar Piastri;Australian;16;2024;14;Autodromo Nazionale di Monza;Monza;Italy;2;2;Finished;18.0;53;+2.664;4483391;1276000;1948000;1576000;2;24.2315;48.463
McLaren;846;Lando Norris;British;16;2024;14;Autodromo Nazionale di Monza;Monza;Italy;1;3;Finished;16.0;53;+6.153;4486880;2051000;1867000;1467000;2;24.5195;49.039
McLaren;857;Oscar Piastri;Australian;17;2024;73;Baku City Circuit;Baku;Azerbaijan;2;1;Finished;25.0;51;1:32:58.007;5578007;2613000;3118000;3146000;1;20.181;20.181
McLaren;846;Lando Norris;British;17;2024;73;Baku City Circuit;Baku;Azerbaijan;15;4;Finished;13.0;51;+36.143;5614150;3189000;;;1;19.712;19.712
McLaren;846;Lando Norris;British;18;2024;15;Marina Bay Street Circuit;Marina Bay;Singapore;1;1;Finished;25.0;62;1:40:52.571;6052571;1802000;1807000;2265000;1;29.091;29.091
McLaren;857;Oscar Piastri;Australian;18;2024;15;Marina Bay Street Circuit;Marina Bay;Singapore;5;3;Finished;15.0;62;+41.823;6094394;2058000;2380000;2693000;1;29.152;29.152
McLaren;846;Lando Norris;British;19;2024;69;Circuit of the Americas;Austin;USA;1;4;Finished;12.0;56;+20.354;5729993;2596000;2771000;2250000;1;23.731;23.731
McLaren;857;Oscar Piastri;Australian;19;2024;69;Circuit of the Americas;Austin;USA;5;5;Finished;10.0;56;+21.921;5731560;2844000;2037000;2870000;1;24.107;24.107
McLaren;846;Lando Norris;British;20;2024;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;3;2;Finished;18.0;71;+4.705;6060505;1465000;1261000;1220000;1;22.111;22.111
McLaren;857;Oscar Piastri;Australian;20;2024;32;Autódromo Hermanos Rodríguez;Mexico City;Mexico;17;8;Finished;4.0;71;+1:04.928;6120728;1617000;;;1;21.825;21.825
McLaren;846;Lando Norris;British;21;2024;18;Autódromo José Carlos Pace;São Paulo;Brazil;1;6;Finished;8.0;69;+31.372;7645802;2744000;2284000;1785000;1;24.764;24.764
McLaren;857;Oscar Piastri;Australian;21;2024;18;Autódromo José Carlos Pace;São Paulo;Brazil;8;8;Finished;4.0;69;+44.943;7659373;1914000;1679000;2126000;1;26.05;26.05
McLaren;846;Lando Norris;British;22;2024;80;Las Vegas Strip Street Circuit;Las Vegas;United States;6;6;Finished;9.0;50;+43.385;4969354;2572000;2079000;1988000;3;20.9737;62.921
McLaren;857;Oscar Piastri;Australian;22;2024;80;Las Vegas Strip Street Circuit;Las Vegas;United States;8;7;Finished;6.0;50;+51.365;4977334;2430000;2004000;2013000;2;24.407;48.814
McLaren;857;Oscar Piastri;Australian;23;2024;78;Losail International Circuit;Al Daayen;Qatar;4;3;Finished;15.0;57;+6.819;5472142;2081000;1381000;2029000;3;26.6703;80.011
McLaren;846;Lando Norris;British;23;2024;78;Losail International Circuit;Al Daayen;Qatar;3;10;Finished;2.0;57;+35.762;5501085;1838000;2183000;1972000;4;29.6077;118.431
McLaren;846;Lando Norris;British;24;2024;24;Yas Marina Circuit;Abu Dhabi;UAE;1;1;Finished;25.0;58;1:26:33.291;5193291;2062000;1478000;1915000;1;21.276;21.276
McLaren;857;Oscar Piastri;Australian;24;2024;24;Yas Marina Circuit;Abu Dhabi;UAE;2;10;Finished;1.0;58;+1:23.821;5277112;2020000;1579000;2124000;2;28.178;56.356
